Application ID,Campus Applied,Course,Exam Venue,Date,Time,,
73304903,BALILIHAN,BSCRIM,Bohol Island State University - BINGAG-DAUIS Campus,,,,
48236465,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
97447972,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
20345326,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
31244867,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
84933233,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
33126291,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
49275136,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
76726053,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
99838307,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
56333601,BALILIHAN,BSELECT,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
85463519,BALILIHAN,BSELECT,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
11644423,BALILIHAN,BSELECT,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
15392396,BALILIHAN,BSELECT,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
47667465,CANDIJAY,BSED-ENGLISH,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
75955449,CANDIJAY,BSED-FILIPINO,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
70997890,CANDIJAY,BSED-FILIPINO,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
84664411,CANDIJAY,BSED-SCIENCE,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
92061681,CANDIJAY,BSED-SCIENCE,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
61388004,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
19839395,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
49627903,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
28854325,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
53968797,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
68557271,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
17097980,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
57518382,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
26459746,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
38277842,BALILIHAN,BSELECT,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
50647996,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
41295875,MAIN,BSHM,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 27, 2025",8:30 am -11:30 am,,
58175832,CLARIN,BSES-CRM,Bohol Island State University - CLARIN Campus,"Jan 25, 2025",1:30 pm - 4:30 pm,,
41517810,MAIN,BSHM,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 27, 2025",8:30 am -11:30 am,,
88707966,MAIN,BSHM,Bohol Island State University - CANDIJAY Campus,"Mar 18, 2025",1:30 pm - 4:30 pm,,
76665787,CLARIN,BSES-CRM,Bohol Island State University - CLARIN Campus,"Jan 25, 2025",1:30 pm - 4:30 pm,,
71241211,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
23046066,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
40831011,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
56159976,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
66177079,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
63163709,CLARIN,BSCS,Bohol Island State University - CLARIN Campus,"Jan 25, 2025",1:30 pm - 4:30 pm,,
87335478,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
46559809,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
14732195,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
24134244,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
70238150,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
16626424,BALILIHAN,BSCRIM,"Katipunan National High School - Carmen, Bohol","Mar 1, 2025",8:30 am -11:30 am,,
28337661,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
96774634,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
76282813,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
90150473,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
37953565,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
78621270,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
49160017,BILAR,BTLEd-HE,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
84364285,BILAR,BTLEd-HE,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
25996126,BILAR,BTLED-AFA,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
93326978,BILAR,BTLED-AFA,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
86513542,BILAR,BSOA,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
44749955,BILAR,BSOA,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
30944541,BILAR,BSOA,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
98339301,BILAR,BSOA,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
54039144,BILAR,BSOA,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
26818105,BILAR,BSOA,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
77290809,BILAR,BSOA,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
32869188,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
75887707,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
39743218,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
29827517,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
32377306,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
97881759,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
31700896,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
20114986,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
22671956,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
86119025,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
75391309,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
85612925,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
21607647,CLARIN,BSES-CRM,Bohol Island State University - CLARIN Campus,"Feb 1, 2025",8:30 am -11:30 am,,
58901964,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
47895613,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
35654649,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
80124651,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 23, 2025",1:30 pm - 4:30 pm,,
31937162,CANDIJAY,BSES-CRM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
55814493,CLARIN,BSES-CRM,Bohol Island State University - CLARIN Campus,"Feb 1, 2025",8:30 am -11:30 am,,
15752667,BALILIHAN,BSELECT,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
97745343,BALILIHAN,BSELECT,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
90159383,MAIN,BPED,Bohol Island State University - CLARIN Campus,,,,
36720157,MAIN,BPED,Bohol Island State University - CANDIJAY Campus,"Mar 12, 2025",8:30 am -11:30 am,,
55571857,MAIN,BPED,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 24, 2025",8:30 am -11:30 am,,
22928592,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
86193390,MAIN,BPED,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 24, 2025",8:30 am -11:30 am,,
72748309,MAIN,BPED,"San Jose National High School - Talibon, Bohol","Mar 15, 2025",8:30 am -11:30 am,,
71981174,MAIN,BPED,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 24, 2025",8:30 am -11:30 am,,
14666470,MAIN,BPED,Bohol Island State University - BILAR Campus,,,,
21214691,MAIN,BPED,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 24, 2025",8:30 am -11:30 am,,
99117894,MAIN,BPED,Bohol Island State University - CANDIJAY Campus,"Mar 12, 2025",8:30 am -11:30 am,,
78137440,BALILIHAN,BSELECT,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
19228299,MAIN,BPED,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 24, 2025",8:30 am -11:30 am,,
92710572,BALILIHAN,BSELECT,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
54765343,MAIN,BPED,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 24, 2025",8:30 am -11:30 am,,
76947003,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
60858113,BALILIHAN,BSIT-FPST,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
91642068,BALILIHAN,BSIT-FPST,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
89523312,BALILIHAN,BSIT-FPST,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
22610658,BALILIHAN,BSELEXT,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
34804543,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
87601186,MAIN,BSELEXT,Bohol Island State University - BINGAG-DAUIS Campus,,,,
81624543,BALILIHAN,BSELEXT,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
42397268,CANDIJAY,BSMB,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
83735676,CANDIJAY,BSMB,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
11071249,CANDIJAY,BSMB,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
63116054,CANDIJAY,BSMB,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
33320525,CANDIJAY,BSMB,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
56191604,CANDIJAY,BSMB,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
14613000,CANDIJAY,BSMB,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
93479915,CANDIJAY,BSMB,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
18988380,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
81535983,BILAR,BTLEd-HE,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
56597426,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
16553513,BILAR,BSED-MATH,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
49442472,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
84375139,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
26096926,BILAR,BSED-MATH,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
25055322,BILAR,BSED-MATH,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
91278749,BILAR,BSED-MATH,"San Jose National High School - Talibon, Bohol","Mar 15, 2025",8:30 am -11:30 am,,
40347777,BILAR,BSED-MATH,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
51168233,BILAR,BSED-MATH,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
21781794,BILAR,BSED-MATH,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
57614035,BILAR,BSED-MATH,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
86951064,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 26, 2025",8:30 am -11:30 am,,
13896308,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
26818914,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
33791272,BALILIHAN,BSELECT,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",8:30 am -11:30 am,,
16569893,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
38493303,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
40594804,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
28250258,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
76460034,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
70512602,BILAR,BSED-FILIPINO,Bohol Island State University - BALILIHAN Campus,"Feb 19, 2025",1:30 pm - 4:30 pm,,
78566057,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
29556312,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
97102528,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
95183461,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
73085483,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
28157052,BILAR,BSED-FILIPINO,Bohol Island State University - BILAR Campus,"Jan 11, 2025",8:30 am -11:30 am,,
72350905,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
30870349,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
94270350,BALILIHAN,BSCRIM,Bohol Island State University - BINGAG-DAUIS Campus,,,,
69960727,CLARIN,BTLEd-HE,Bohol Island State University - CLARIN Campus,"Feb 1, 2025",8:30 am -11:30 am,,
23688999,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
59902875,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
55442174,BALILIHAN,BSCRIM,Bohol Island State University - BILAR Campus,"Jan 25, 2025",1:30 pm - 4:30 pm,,
70639932,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
95823695,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
23050321,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
33958447,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
49972076,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",8:30 am -11:30 am,,
39037531,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",8:30 am -11:30 am,,
30396243,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
91652819,CANDIJAY,BSFISHERIES,"San Jose National High School - Talibon, Bohol","Mar 15, 2025",8:30 am -11:30 am,,
45482791,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",8:30 am -11:30 am,,
86486984,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
30462969,CANDIJAY,BSFISHERIES,"San Jose National High School - Talibon, Bohol","Mar 15, 2025",8:30 am -11:30 am,,
77375333,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",8:30 am -11:30 am,,
37946344,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
89639335,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
57192752,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
53219920,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",8:30 am -11:30 am,,
50998302,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
38184770,MAIN,BSED-FILIPINO,Bohol Island State University - CALAPE Campus,,,,
81842700,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",8:30 am -11:30 am,,
14960869,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
90467170,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",8:30 am -11:30 am,,
94352760,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",8:30 am -11:30 am,,
67451730,CANDIJAY,BSFISHERIES,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
16139610,MAIN,BSED-FILIPINO,Bohol Island State University - BALILIHAN Campus,"Mar 5, 2025",1:30 pm - 4:30 pm,,
53076092,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",8:30 am -11:30 am,,
33860895,MAIN,BSELECT,Bohol Island State University - BINGAG-DAUIS Campus,"Mar 11, 2025",1:30 pm - 4:30 pm,,
56831747,MAIN,BSED-FILIPINO,Bohol Island State University - BALILIHAN Campus,"Mar 5, 2025",1:30 pm - 4:30 pm,,
35202034,MAIN,BSELECT,Bohol Island State University - BINGAG-DAUIS Campus,"Mar 11, 2025",1:30 pm - 4:30 pm,,
26049438,MAIN,BSELECT,Bohol Island State University - CALAPE Campus,,,,
10487876,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",8:30 am -11:30 am,,
38321407,MAIN,BSELECT,Bohol Island State University - BINGAG-DAUIS Campus,"Mar 11, 2025",1:30 pm - 4:30 pm,,
36807747,MAIN,BSED-FILIPINO,"Faraon National High School - Jagna, Bohol","Feb 22, 2025",8:30 am -11:30 am,,
99578068,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",8:30 am -11:30 am,,
30219542,MAIN,BSELECT,Bohol Island State University - BINGAG-DAUIS Campus,"Mar 11, 2025",1:30 pm - 4:30 pm,,
47803884,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
32151257,MAIN,BSELECT,Bohol Island State University - BINGAG-DAUIS Campus,"Mar 11, 2025",1:30 pm - 4:30 pm,,
43301103,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",1:30 pm - 4:30 pm,,
50586417,MAIN,BSELECT,Bohol Island State University - BINGAG-DAUIS Campus,"Mar 11, 2025",1:30 pm - 4:30 pm,,
25233028,MAIN,BSED-FILIPINO,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 21, 2025",1:30 pm - 4:30 pm,,
25071296,MAIN,BSELECT,Bohol Island State University - CANDIJAY Campus,"Mar 20, 2025",8:30 am -11:30 am,,
34502892,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
81368915,MAIN,BSED-FILIPINO,Bohol Island State University - CANDIJAY Campus,"Mar 12, 2025",8:30 am -11:30 am,,
70101010,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
23609261,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
24294685,MAIN,BSIT-DRAFT,"Ubay National Science High School - Ubay, Bohol","Mar 8, 2025",8:30 am -11:30 am,,
68404708,BALILIHAN,BSCRIM,Bohol Island State University - CANDIJAY Campus,"Feb 12, 2025",1:30 pm - 4:30 pm,,
24135560,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
61828530,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
21173603,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
43507495,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
13723300,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
14541660,BALILIHAN,BSCRIM,Bohol Island State University - BALILIHAN Campus,"Feb 5, 2025",1:30 pm - 4:30 pm,,
52635016,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
51217426,MAIN,BSCE,"Faraon National High School - Jagna, Bohol","Feb 22, 2025",8:30 am -11:30 am,,
68646419,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
47391650,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
73572505,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
97946718,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
26654950,MAIN,BSCE,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 16, 2025",8:30 am -11:30 am,,
89574653,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
69997325,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
73053102,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
41555789,MAIN,BSCE,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 16, 2025",8:30 am -11:30 am,,
59496528,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
61332253,MAIN,BSCE,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 16, 2025",8:30 am -11:30 am,,
23904678,MAIN,BSCE,Bohol Island State University - BINGAG-DAUIS Campus,"Jan 16, 2025",8:30 am -11:30 am,,
34243537,CANDIJAY,BSHM,Bohol Island State University - CANDIJAY Campus,"Jan 28, 2025",8:30 am -11:30 am,,
28153121,MAIN,BSCE,"Ubay National Science High School - Ubay, Bohol","Mar 8, 2025",8:30 am -11:30 am,,
58105811,MAIN,BSCE,"Katipunan National High School - Carmen, Bohol","Mar 1, 2025",8:30 am -11:30 am,,
